,Pitch_Class_Histogram_0,Pitch_Class_Histogram_1,Pitch_Class_Histogram_2,Pitch_Class_Histogram_3,Pitch_Class_Histogram_4,Pitch_Class_Histogram_5,Pitch_Class_Histogram_6,Pitch_Class_Histogram_7,Pitch_Class_Histogram_8,Pitch_Class_Histogram_9,Pitch_Class_Histogram_10,Pitch_Class_Histogram_11,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
C:\Users\olive\OneDrive\Documents\Music Analytics\Ave_Maris_Stella.mid,0.1848,0.009901,0.1056,0.1155,0.006601,0.1584,0.009901,0.1617,0.06271,0.0429,0.1254,0.0165,28,12,31,1,60.92,5.198,62,2,5,6.927,2
