-17.4839,0.155229,1.67461,0.205129,-0.265818,0.431661,-0.872182,0.702524,0.163142,-0.0473735,-0.383573,-0.526148,0.203215,0.372654,-0.0659211,-0.13824,0.39331,0.0789643,-0.0511787,0.165565
-16.3869,0.350897,1.43374,0.486684,-0.51446,0.708168,-0.987048,0.394968,0.391256,-0.283681,-0.0949013,-0.412435,0.211799,0.458868,-0.222849,-0.287641,0.506021,0.0849854,-0.291448,0.150008
-16.2906,0.714448,0.720389,0.882362,-0.509298,0.606596,-1.14594,0.140748,0.407298,-0.21117,-0.0196712,-0.422764,-0.0331349,0.76826,0.126885,-0.014984,0.32658,0.118949,0.0513972,0.184942
-14.8714,1.91166,-0.00558884,0.579644,-0.465517,0.455967,-0.275815,-0.329705,0.152808,0.474789,-0.0402478,-0.197673,-0.410649,-0.379423,-0.464116,0.213137,0.733471,0.104062,-0.251358,0.0676803
-12.9709,2.2308,-0.58001,0.467138,-0.269376,0.168583,-0.0916354,-0.390609,-0.142871,0.791293,-0.466455,-0.451356,-0.275676,-1.04899,-0.404727,0.788265,0.918095,0.075187,-0.762557,0.135757
-13.1201,2.4621,-0.558539,1.25766,0.474126,0.214879,-0.160237,-0.0748181,0.0478845,0.535775,-0.280463,-0.535045,-0.370153,-1.11092,0.0518007,0.915413,0.664457,-0.041191,-0.547071,-0.0123443
-13.3803,2.2881,-0.526538,1.33368,0.488565,0.378383,0.17204,-0.097731,0.22724,0.720154,0.0928801,-0.333737,-0.308837,-0.632113,-0.390195,0.635754,0.514922,0.0440629,-0.450201,0.143824
-13.7705,2.48811,-0.324901,1.24455,0.53897,0.671751,0.0534703,0.155701,0.171474,0.572585,-0.31859,-0.528708,-0.526926,-0.591361,-0.118268,1.01248,0.641627,0.144903,-0.354887,-0.0202294
-14.4055,2.59188,0.069949,1.24585,0.550883,0.403514,0.201095,0.192144,0.150699,0.255931,-0.219185,-0.313659,-0.672977,-0.450583,-0.108476,0.770742,0.494257,0.0760094,-0.0575883,0.353126
-14.2434,2.47546,-0.508421,1.47264,0.555117,0.283046,-0.00871148,0.248338,0.199702,0.264638,-0.346149,-0.186611,-0.232437,-0.310403,-0.246376,0.663573,0.394817,0.08634,0.0839005,0.126919
