-6.20497,1.58662,-0.388697,0.299451,0.0421252,-0.881113,0.104545,-0.293767,0.0126104,-0.0476095,-0.0835074,-0.144243,-0.369832,-0.269988,0.391437,0.13071,0.0279618,-0.201613,-0.160269,-0.154684
-4.73496,1.70772,-0.0605816,0.566091,0.00571535,-0.447889,0.420423,0.255135,0.281836,-0.451024,-0.404049,0.130095,0.142478,-0.0208705,0.310996,0.209436,-0.104808,-0.326689,-0.132303,-0.167269
-4.8156,1.85199,0.215511,0.969201,-0.0445067,-0.130776,-0.169632,-0.111066,0.0190329,0.0583266,-0.219273,-0.215033,-0.314497,-0.321639,-0.0710963,0.246702,0.230627,-0.278353,-0.279599,-0.00846857
-4.885,1.73437,-0.524014,0.604698,-0.716142,-0.146645,0.176775,-0.206597,-0.0820546,0.147598,-0.285176,-0.265043,-0.0715399,-0.223674,-0.0315036,0.218281,0.0830825,-0.514367,-0.336875,-0.203827
-5.04814,1.48961,-0.856676,0.761072,-0.923593,-0.3046,0.0140559,-0.289099,-0.260118,0.00986513,-0.36487,-0.228297,-0.0440561,-0.239732,-0.0404739,0.120706,0.182832,-0.304222,-0.109421,-0.0672401
-5.30393,1.48837,-0.82837,0.805377,-0.993901,-0.0881519,-0.0679992,-0.466731,-0.246631,-0.0532495,-0.691141,-0.515606,-0.117765,-0.0429942,0.0739761,0.201556,0.0617104,-0.183774,-0.0676045,0.044856
-5.24596,1.53425,-0.87378,1.02782,-1.00688,-0.311382,0.0010863,-0.216405,0.0083401,0.372664,-0.402859,-0.350215,-0.112415,-0.0439498,-0.011904,0.191116,0.100098,-0.305461,-0.177222,-0.00903006
-5.29684,1.82747,-0.92851,1.0054,-0.817685,-0.661716,-0.150436,-0.266961,0.078879,-8.07448e-05,-0.713406,-0.448053,-0.218209,0.0214876,-0.214845,0.237537,0.312049,-0.268643,-3.1869e-05,0.0238681
-5.38727,1.8215,-0.86932,0.914746,-0.728687,-0.47015,0.120022,-0.0912479,0.0135114,0.288758,-0.692102,-0.430939,-0.047753,-0.00373686,-0.18866,0.169506,0.388766,-0.167369,-0.144806,0.0382961
-5.34215,2.03621,-0.984989,0.897156,-0.665702,-0.316595,0.00310553,-0.238508,-0.234694,0.271502,-0.384655,-0.162824,0.112139,0.0882427,-0.1594,0.308768,0.219455,-0.372058,-0.25271,-0.0341924
-5.68952,2.06187,-0.692149,1.10113,-0.851221,-0.286915,0.0932475,-0.305333,-0.108637,0.377114,-0.446504,-0.123645,-0.134454,-0.151733,0.185815,0.266539,0.0959256,-0.381291,-0.23393,0.0483618
-5.99672,1.82352,-0.817935,1.21445,-0.8003,-0.317985,0.0200217,-0.51015,-0.392657,0.157912,-0.55064,-0.36369,-0.169199,-0.112683,0.0604003,0.135451,0.288536,-0.171774,-0.165969,-0.0914502
-5.83232,1.79433,-1.30848,1.0097,-0.766091,-0.559687,-0.406685,-0.0291743,0.133623,0.0142251,-0.450063,-0.0301427,-0.0690213,-0.141353,0.0844141,0.181704,-0.0707878,-0.232896,0.0101792,-0.0679128
-5.56626,1.79737,-1.15785,0.69873,-0.527156,-0.243255,-0.383351,-0.40877,0.0658338,-0.244844,-0.294079,0.276677,-0.0525488,-0.363872,0.0460362,0.423872,-0.044512,-0.230264,-0.200077,0.0124688
-5.49732,2.12632,-1.04974,0.904749,-0.54882,-0.439211,-0.294014,0.188516,0.447791,-0.246336,0.165268,0.214623,-0.169698,-0.151254,-0.0170826,0.0846357,0.0898005,-0.363166,-0.408003,-0.135869
-5.91699,1.91766,-1.19185,0.983226,-0.563136,-0.20926,0.00498874,0.0847081,0.321882,0.0779719,-0.198576,-0.0656133,-0.0630642,-0.0766055,-0.0465188,0.160166,0.303529,-0.0501925,-0.377195,-0.199063
-5.74936,1.97602,-1.09447,0.570224,-0.669182,-0.659777,-0.161861,-0.00918364,0.1834,-0.0717464,-0.627977,-0.25462,0.0245629,-0.18767,-0.201386,0.377411,3.14008e-05,-0.0494511,-0.312724,-0.191243
-5.38339,1.99085,-1.16542,0.831909,-0.902227,-0.669467,0.193269,0.0404508,0.3611,0.253557,-0.548082,-0.08163,0.187216,0.0392007,-0.14179,0.103111,0.173912,-0.00135672,-0.270417,-0.262448
-5.44019,1.88672,-1.21019,0.789936,-0.875967,-0.54615,0.000585849,-0.16512,0.302337,0.129734,-0.322694,0.395624,0.181645,-0.0763038,-0.337518,0.250825,0.409188,0.0408004,-0.323801,-0.320676
-5.22839,2.14098,-1.24657,0.933716,-0.608485,-0.184223,0.117703,-0.351581,0.123844,0.148801,-0.186768,-0.0118711,0.174782,-0.00781342,-0.206659,0.254874,0.36406,-0.0787966,-0.242204,-0.263974
-5.26477,2.29487,-1.12164,0.785556,-0.663679,-0.311809,0.170595,-0.424016,0.242606,0.345146,-0.340283,-0.123595,0.0989875,0.0206932,-0.260105,0.0635948,0.220673,0.0644565,-0.145017,-0.305522
-5.49374,2.20041,-1.17416,0.869457,-0.786193,-0.357432,0.119873,-0.443485,0.29674,0.24608,-0.115532,0.125747,0.0403456,0.102443,-0.169313,0.0120359,0.174604,-0.0483084,-0.17869,-0.550092
-5.55313,2.42484,-1.05142,0.790445,-0.779028,-0.465108,0.0751696,-0.485321,0.0567773,0.101642,-0.202012,-0.132343,-0.0678146,0.211275,-0.0659073,0.0714862,0.298983,0.178693,0.0817548,-0.349092
-5.45886,2.37407,-0.919514,0.774702,-0.912509,-0.218428,0.0771706,-0.473983,0.257035,0.522998,-0.0604448,0.0441889,0.346783,0.468544,0.0162596,-0.0437646,0.399588,0.186591,-0.399643,-0.521715
-5.66133,1.84604,-0.821833,0.670665,-0.52604,-0.0771042,0.333144,-0.507908,0.331815,0.475826,-0.0305947,-0.405201,0.0763387,0.344684,0.343998,-0.191145,0.294735,0.303198,-5.32732e-05,-0.540594
-5.3266,1.68391,-0.511792,0.33462,-0.29463,-0.335144,0.415801,-0.69486,0.490255,0.258383,-0.193095,-0.158556,0.141855,0.0427025,0.0616968,-0.066701,0.270537,0.0634852,-0.0560529,-0.279919
-6.01076,1.53821,-0.732959,0.497984,-0.587876,-0.356381,0.292072,-0.722297,0.343399,0.233015,-0.0599398,-0.0623542,0.338747,0.447555,0.355744,0.0291659,-0.0311429,-0.197265,0.142157,-0.112002
-6.17415,1.88075,-0.773549,0.825021,-0.761317,-0.412488,0.330178,-0.629007,0.312038,0.262431,-0.0816234,-0.249775,0.258059,0.568263,0.0224234,-0.120746,0.173067,0.0219616,-0.0940882,-0.226532
-6.82237,1.99436,-1.05117,0.831493,-0.329951,-0.611037,0.0360828,-0.372907,0.375766,0.513435,-0.244342,-0.103576,-0.0122209,0.0606443,0.0337185,0.117226,0.346374,0.305364,-0.21808,-0.168785
-6.8258,2.54264,-0.759258,0.677829,-0.654539,-0.979899,0.374109,-0.278182,0.191759,0.0107095,-0.149707,0.0216308,0.029034,-0.129705,-0.291383,-0.0818146,0.578439,0.127203,0.0314535,-0.249992
-7.26755,2.11141,-0.735523,0.478539,-0.737182,-0.643955,0.465748,-0.411793,0.129996,0.0333083,-0.0870732,-0.172176,-0.032906,0.0160503,0.188256,0.219856,0.201436,-0.112575,0.0673752,-0.0185814
-6.06206,2.03609,-0.364954,0.48612,-0.729237,-0.710793,0.0508817,-0.352592,0.130686,-0.139226,-0.119769,-0.249921,-0.0442179,-0.228518,0.0494638,0.228961,-0.119687,-0.0620703,-0.361727,-0.391339
-5.06888,1.45507,-0.0789133,0.513086,-0.363702,-0.209778,0.418258,-0.711584,-0.0817559,-0.276302,0.0981561,-0.311283,0.0386823,-0.406533,0.0693863,0.435476,0.32269,-0.0681028,-0.547444,-0.216241
-5.33576,2.0591,0.284148,0.908979,-0.235363,0.216665,0.564748,-0.497281,0.164463,0.170832,0.207932,-0.0793401,-0.0217634,-0.419587,-0.0101498,0.0862625,-0.0234163,-0.0956339,-0.464313,-0.177283
-5.47808,1.80343,-0.273198,0.657282,-0.58638,0.381871,0.499277,-0.484315,0.229414,-0.213016,0.0560316,0.0380117,-0.15739,-0.415775,-0.265207,0.141526,0.395242,-0.110907,-0.647006,-0.240773
-5.60041,1.63863,-0.937649,0.596749,-0.509278,-0.0547078,0.214892,-0.567395,-0.0462055,0.0502186,-0.447949,0.0572499,0.203268,-0.217003,-0.182906,0.300697,0.295304,-0.0680999,-0.565753,0.022697
-5.1958,1.90343,-0.932665,0.576072,-0.708463,-0.223652,-0.0516046,-0.510838,0.489143,0.13594,-0.206279,0.237636,0.274311,-0.108786,-0.24633,0.176442,0.316783,-0.191868,-0.770479,-0.115219
