0.00951544,0.00738476,0.00883361,0.011523,0.0121045,0.0115937,0.0117406,0.0136632,0.0174724,0.0176131,0.0148829,0.0156717
0.00989757,0.0125838,0.0256321,0.0259458,0.0202665,0.0165922,0.0305198,0.0522668,0.0499667,0.032415,0.0175275,0.0130796
0.00859076,0.0136122,0.0204764,0.0105822,0.00909885,0.00677454,0.0177667,0.0355468,0.0219701,0.0171017,0.016681,0.0192899
0.00548579,0.011017,0.015924,0.00887439,0.00681872,0.00916097,0.0246666,0.0352901,0.0171119,0.0140744,0.0143157,0.010277
0.00341688,0.0103489,0.00742526,0.00632626,0.00619328,0.00972475,0.0384819,0.0585772,0.0243286,0.0151815,0.0134687,0.01177
0.00342053,0.015223,0.0188112,0.0117907,0.0104623,0.00954412,0.0282024,0.0396626,0.0209276,0.0127884,0.0153152,0.0137088
0.00450231,0.014078,0.0182858,0.00950414,0.00792181,0.0107182,0.0156005,0.0327101,0.0188811,0.0233632,0.0167161,0.0112679
0.00632775,0.0219096,0.0208386,0.00862785,0.00732791,0.0122311,0.0265764,0.0415974,0.0204244,0.0221011,0.0240199,0.014263
0.0114371,0.0138206,0.0104654,0.0076678,0.00757277,0.0170312,0.032509,0.0430299,0.0178648,0.0141744,0.0201894,0.0109526
0.023931,0.0267157,0.00729131,0.00434966,0.00439803,0.0141107,0.0422143,0.0427252,0.0156492,0.0153119,0.0208775,0.00817749
0.0172149,0.0319204,0.0120626,0.00575501,0.00955635,0.0234503,0.0517237,0.0319353,0.0108245,0.0141793,0.0247066,0.012314
0.0182849,0.0182384,0.0153257,0.00822009,0.00770969,0.0265225,0.0519337,0.027525,0.00923929,0.0127337,0.0213112,0.0142823
0.0189211,0.0132367,0.00619588,0.00736978,0.0109394,0.029629,0.0558183,0.0278689,0.00651183,0.00974232,0.0139531,0.0105685
0.0164715,0.0175715,0.00840985,0.00639786,0.00683435,0.014951,0.0264624,0.0130594,0.00561429,0.00584426,0.0157092,0.0130028
0.00465627,0.00797997,0.00604681,0.00593826,0.00337192,0.0183384,0.0415502,0.021532,0.00799053,0.00689755,0.00817761,0.00567943
0.00622664,0.0103931,0.00498256,0.00431634,0.00491033,0.00660256,0.0204218,0.0210135,0.00907343,0.0080929,0.00887013,0.00649744
0.0143253,0.0183923,0.0174281,0.0134371,0.00636084,0.0140845,0.0295196,0.0376002,0.022305,0.0157173,0.0131293,0.0157516
0.0129734,0.0212816,0.0317643,0.0216442,0.0106019,0.0113129,0.0213694,0.0292136,0.0221025,0.0152256,0.011494,0.0131425
0.0098409,0.0319265,0.034673,0.0162805,0.00567309,0.0097124,0.0326096,0.0513008,0.0251783,0.00898367,0.0104111,0.0117661
0.0106934,0.0316878,0.0293961,0.0103981,0.00377641,0.0120074,0.0420432,0.0486126,0.0186825,0.0107352,0.014099,0.0123408
0.0143468,0.0301479,0.0327991,0.0153411,0.00502185,0.0101493,0.0283366,0.0407304,0.0164863,0.00998941,0.0166388,0.0131715
0.0092716,0.0137338,0.0301875,0.0261979,0.00776727,0.00627156,0.0313382,0.0620317,0.0298426,0.0050684,0.0119806,0.0161088
0.00476112,0.0189487,0.0233483,0.0137169,0.00685216,0.00771703,0.0228959,0.0417885,0.0220039,0.00512592,0.00724085,0.00841151
0.00744092,0.0171189,0.024061,0.0138139,0.00483723,0.00368971,0.0184727,0.0348949,0.017627,0.009111,0.00905794,0.013238
0.0100629,0.023137,0.0149189,0.0140716,0.00590381,0.00568476,0.0175547,0.0355447,0.0199795,0.0164763,0.0200689,0.011671
0.0191821,0.0399073,0.0314441,0.0237856,0.00963538,0.0093992,0.0331292,0.0503614,0.0267901,0.0138859,0.0143445,0.012399
0.00665591,0.0148133,0.0164957,0.0122914,0.00440826,0.00859204,0.0372359,0.0521468,0.0220155,0.00600854,0.00914771,0.0125214
0.0101023,0.0221889,0.022066,0.00903137,0.00328507,0.00560898,0.0238456,0.0426642,0.0211779,0.0118316,0.0235582,0.0190428
0.0116053,0.0228799,0.0148205,0.010333,0.00472286,0.0114958,0.0360123,0.0602087,0.0326451,0.0159238,0.0135158,0.0124605
0.00931765,0.0259588,0.0333349,0.0191499,0.0115333,0.00975667,0.0249344,0.054403,0.0383555,0.0144165,0.00978676,0.0125925
0.00656672,0.0112785,0.0234019,0.0200066,0.00766258,0.00600372,0.0178252,0.0366093,0.0229802,0.00805727,0.00885843,0.0110391
0.0049405,0.0102346,0.0112415,0.00567354,0.00355005,0.00495425,0.0221564,0.0445748,0.0305225,0.0144896,0.0187218,0.0159227
0.0121735,0.0119479,0.0187031,0.0174132,0.00756103,0.0107213,0.0282811,0.0691925,0.0453493,0.0164602,0.0144439,0.0108623
